City,Transport_Mode,Brand,Weather_Condition,Time_of_Day,Emergency_Alert,Speed_Limit_kmh,Past_Accidents_in_Region,accident_probability
Negombo,Bus,Toyota,Clear,Morning (06:00-10:00),None,70,15,0.3478
Colombo,Bus,Ashok Leyland,Fog,Afternoon (14:00-18:00),None,40,118,0.9465
Matara,Motorcycle,Honda,Light Rain,Morning (06:00-10:00),None,70,21,0.5719
Anuradhapura,Three-Wheeler,Bajaj,Clear,Afternoon (14:00-18:00),None,60,25,0.4795
Batticaloa,Car,Toyota,Windy,Early Morning (00:00-06:00),None,90,9,0.4201
Galle,Motorcycle,Suzuki,Clear,Early Morning (00:00-06:00),None,70,26,0.5708
Anuradhapura,Bicycle,Giant,Overcast,Morning (06:00-10:00),None,60,15,0.302
Colombo,Car,Mitsubishi,Overcast,Afternoon (14:00-18:00),None,60,139,0.9737
Colombo,Bus,Toyota,Overcast,Night (22:00-00:00),None,50,97,0.8823
Trincomalee,Motorcycle,Yamaha,Overcast,Morning (06:00-10:00),None,80,13,0.5713
Matara,Three-Wheeler,TVS,Clear,Midday (10:00-14:00),Traffic Jam,50,21,0.3869
Colombo,Motorcycle,Bajaj,Light Rain,Afternoon (14:00-18:00),Police Checkpoint,30,104,0.9231
Kandy,Motorcycle,Yamaha,Overcast,Early Morning (00:00-06:00),None,50,39,0.6081
Negombo,Motorcycle,Yamaha,Light Rain,Afternoon (14:00-18:00),Traffic Jam,50,29,0.6285
Galle,Car,Suzuki,Clear,Afternoon (14:00-18:00),None,60,33,0.4428
Anuradhapura,Motorcycle,Honda,Clear,Midday (10:00-14:00),None,80,8,0.4741
Anuradhapura,Three-Wheeler,Bajaj,Clear,Early Morning (00:00-06:00),Traffic Jam,50,14,0.3321
Kandy,Car,Toyota,Light Rain,Afternoon (14:00-18:00),None,50,36,0.5122
Matara,Car,Suzuki,Clear,Evening (18:00-22:00),None,50,24,0.3527
Anuradhapura,Motorcycle,Honda,Clear,Midday (10:00-14:00),None,60,5,0.3528
Anuradhapura,Motorcycle,Yamaha,Light Rain,Afternoon (14:00-18:00),None,60,10,0.4471
Kurunegala,Three-Wheeler,TVS,Clear,Afternoon (14:00-18:00),Accident Nearby,80,27,0.6463
Trincomalee,Van,Toyota,Overcast,Midday (10:00-14:00),None,40,19,0.3569
Kurunegala,Motorcycle,Suzuki,Clear,Evening (18:00-22:00),Police Checkpoint,70,23,0.5521
Batticaloa,Motorcycle,Honda,Light Rain,Morning (06:00-10:00),None,50,8,0.4175
Colombo,Motorcycle,Bajaj,Heavy Rain,Midday (10:00-14:00),None,100,147,0.9951
Jaffna,Bicycle,Giant,Clear,Morning (06:00-10:00),None,80,8,0.3016
Kurunegala,Bus,Ashok Leyland,Storm,Afternoon (14:00-18:00),None,80,6,0.531
Colombo,Car,Toyota,Windy,Midday (10:00-14:00),None,70,111,0.9499
Colombo,Van,Nissan,Clear,Afternoon (14:00-18:00),None,40,87,0.8321
Kurunegala,Car,Honda,Clear,Evening (18:00-22:00),None,40,15,0.2377
Anuradhapura,Motorcycle,Suzuki,Heavy Rain,Evening (18:00-22:00),Police Checkpoint,40,17,0.4718
Colombo,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,60,106,0.9289
Galle,Van,Mitsubishi,Overcast,Afternoon (14:00-18:00),None,50,20,0.3498
Anuradhapura,Bus,Toyota,Light Rain,Evening (18:00-22:00),None,90,6,0.4627
Matara,Three-Wheeler,Bajaj,Light Rain,Evening (18:00-22:00),None,60,22,0.47
Kandy,Van,Mitsubishi,Windy,Afternoon (14:00-18:00),None,40,53,0.6306
Jaffna,Bus,Toyota,Windy,Night (22:00-00:00),None,90,16,0.4888
Anuradhapura,Motorcycle,Bajaj,Windy,Afternoon (14:00-18:00),Road Work,80,24,0.7037
Galle,Bus,Ashok Leyland,Heavy Rain,Night (22:00-00:00),None,50,16,0.3809
Batticaloa,Car,Toyota,Heavy Rain,Afternoon (14:00-18:00),None,50,4,0.3225
Matara,Three-Wheeler,TVS,Overcast,Early Morning (00:00-06:00),None,70,13,0.3241
Kurunegala,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,60,23,0.42
Colombo,Motorcycle,Bajaj,Fog,Afternoon (14:00-18:00),Accident Nearby,50,106,0.9686
Negombo,Car,Hyundai,Clear,Afternoon (14:00-18:00),None,50,25,0.3918
Colombo,Motorcycle,Suzuki,Fog,Night (22:00-00:00),Road Work,40,108,0.9711
Trincomalee,Van,Nissan,Windy,Night (22:00-00:00),None,70,6,0.3645
Colombo,Motorcycle,Suzuki,Light Rain,Morning (06:00-10:00),Police Checkpoint,40,136,0.9789
Matara,Bus,Isuzu,Clear,Night (22:00-00:00),None,70,16,0.341
Colombo,Car,Nissan,Windy,Evening (18:00-22:00),None,70,127,0.973
Galle,Motorcycle,Bajaj,Light Rain,Night (22:00-00:00),None,70,27,0.6587
Jaffna,Motorcycle,Bajaj,Clear,Night (22:00-00:00),None,60,20,0.4601
Kandy,Car,Mitsubishi,Overcast,Early Morning (00:00-06:00),None,50,52,0.6346
Kurunegala,Car,Mitsubishi,Clear,Midday (10:00-14:00),None,30,27,0.2704
Matara,Bus,Ashok Leyland,Overcast,Midday (10:00-14:00),None,70,21,0.4048
Anuradhapura,Car,Toyota,Clear,Afternoon (14:00-18:00),None,100,21,0.5162
Kurunegala,Bus,Isuzu,Clear,Morning (06:00-10:00),None,60,25,0.3831
Galle,Car,Toyota,Clear,Afternoon (14:00-18:00),None,30,30,0.292
Colombo,Bus,Toyota,Light Rain,Night (22:00-00:00),None,80,97,0.9412
Matara,Three-Wheeler,TVS,Overcast,Midday (10:00-14:00),None,70,26,0.5078
Negombo,Van,Isuzu,Clear,Morning (06:00-10:00),None,30,21,0.283
Kandy,Car,Suzuki,Clear,Evening (18:00-22:00),None,60,67,0.7179
Trincomalee,Car,Suzuki,Overcast,Evening (18:00-22:00),Road Work,40,12,0.2645
Colombo,Three-Wheeler,Bajaj,Fog,Evening (18:00-22:00),Accident Nearby,60,64,0.8951
Kurunegala,Motorcycle,Yamaha,Overcast,Afternoon (14:00-18:00),None,30,25,0.3505
Anuradhapura,Car,Hyundai,Clear,Afternoon (14:00-18:00),None,50,10,0.2501
Matara,Van,Mitsubishi,Clear,Morning (06:00-10:00),Flood Alert,70,22,0.5456
Jaffna,Van,Toyota,Clear,Early Morning (00:00-06:00),None,60,13,0.3801
Trincomalee,Truck,Hino,Clear,Evening (18:00-22:00),Accident Nearby,50,10,0.4229
Anuradhapura,Car,Honda,Windy,Midday (10:00-14:00),None,40,3,0.2134
Trincomalee,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,50,10,0.319
Kurunegala,Van,Nissan,Clear,Afternoon (14:00-18:00),None,80,4,0.3123
Kandy,Car,Nissan,Clear,Morning (06:00-10:00),None,40,25,0.3339
Jaffna,Motorcycle,Honda,Overcast,Midday (10:00-14:00),Accident Nearby,80,22,0.6884
Matara,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),Traffic Jam,70,22,0.5595
Kurunegala,Car,Suzuki,Overcast,Afternoon (14:00-18:00),None,60,27,0.4743
Colombo,Three-Wheeler,TVS,Clear,Morning (06:00-10:00),Road Work,80,75,0.8987
Negombo,Motorcycle,Yamaha,Overcast,Night (22:00-00:00),None,60,27,0.557
Jaffna,Car,Mitsubishi,Overcast,Morning (06:00-10:00),None,30,17,0.2132
Negombo,Bus,Isuzu,Overcast,Evening (18:00-22:00),Flood Alert,30,17,0.3493
Jaffna,Car,Hyundai,Overcast,Midday (10:00-14:00),None,70,26,0.4669
Kandy,Truck,Isuzu,Clear,Morning (06:00-10:00),Traffic Jam,50,55,0.6917
Kurunegala,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),None,60,22,0.4502
Kurunegala,Three-Wheeler,TVS,Clear,Evening (18:00-22:00),None,70,24,0.5484
Trincomalee,Car,Hyundai,Clear,Morning (06:00-10:00),None,80,13,0.4273
Kurunegala,Motorcycle,Yamaha,Clear,Afternoon (14:00-18:00),None,50,7,0.3387
Kurunegala,Three-Wheeler,Bajaj,Clear,Evening (18:00-22:00),None,50,22,0.3783
Colombo,Bicycle,Local,Storm,Afternoon (14:00-18:00),Flood Alert,60,82,0.9378
Colombo,Car,Suzuki,Clear,Early Morning (00:00-06:00),None,70,74,0.7851
Trincomalee,Three-Wheeler,TVS,Clear,Midday (10:00-14:00),None,70,11,0.3719
Trincomalee,Bicycle,Local,Clear,Morning (06:00-10:00),None,60,21,0.3528
Negombo,Motorcycle,Suzuki,Windy,Morning (06:00-10:00),None,70,33,0.6246
Jaffna,Motorcycle,Bajaj,Clear,Morning (06:00-10:00),None,40,13,0.3384
Kandy,Bicycle,Local,Windy,Evening (18:00-22:00),None,60,52,0.6384
Trincomalee,Car,Suzuki,Windy,Evening (18:00-22:00),None,70,19,0.3792
Anuradhapura,Three-Wheeler,Bajaj,Light Rain,Midday (10:00-14:00),None,70,19,0.4757
Colombo,Motorcycle,Suzuki,Clear,Midday (10:00-14:00),Traffic Jam,50,101,0.9226
Kandy,Bus,Ashok Leyland,Clear,Morning (06:00-10:00),None,40,36,0.4604
Batticaloa,Car,Toyota,Clear,Morning (06:00-10:00),None,60,14,0.3281
Negombo,Truck,Mitsubishi,Heavy Rain,Evening (18:00-22:00),None,80,30,0.6788
Batticaloa,Three-Wheeler,Bajaj,Light Rain,Night (22:00-00:00),None,60,15,0.4398
Batticaloa,Bus,Ashok Leyland,Heavy Rain,Afternoon (14:00-18:00),Flood Alert,30,13,0.4067
Matara,Car,Nissan,Light Rain,Evening (18:00-22:00),Police Checkpoint,40,24,0.3918
Kandy,Motorcycle,Suzuki,Light Rain,Morning (06:00-10:00),None,50,38,0.6265
Colombo,Three-Wheeler,TVS,Storm,Evening (18:00-22:00),None,80,132,0.9882
Jaffna,Motorcycle,Bajaj,Clear,Midday (10:00-14:00),Accident Nearby,50,18,0.547
Kurunegala,Bus,Isuzu,Clear,Morning (06:00-10:00),Accident Nearby,50,40,0.5416
Jaffna,Motorcycle,Honda,Windy,Midday (10:00-14:00),Accident Nearby,70,13,0.5539
Negombo,Bus,Toyota,Clear,Night (22:00-00:00),None,30,42,0.3955
Anuradhapura,Car,Mitsubishi,Clear,Afternoon (14:00-18:00),Traffic Jam,100,15,0.54
Anuradhapura,Three-Wheeler,TVS,Clear,Evening (18:00-22:00),None,80,10,0.3594
Kurunegala,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,90,20,0.5107
Kurunegala,Motorcycle,Bajaj,Windy,Afternoon (14:00-18:00),None,60,21,0.507
Galle,Three-Wheeler,TVS,Heavy Rain,Evening (18:00-22:00),None,60,28,0.6164
Galle,Car,Nissan,Overcast,Afternoon (14:00-18:00),None,60,28,0.4805
Kandy,Motorcycle,Bajaj,Clear,Evening (18:00-22:00),None,50,37,0.5534
Batticaloa,Motorcycle,Suzuki,Storm,Morning (06:00-10:00),None,50,10,0.5076
Kurunegala,Motorcycle,Yamaha,Heavy Rain,Night (22:00-00:00),None,60,41,0.7781
Colombo,Motorcycle,Bajaj,Heavy Rain,Night (22:00-00:00),None,80,143,0.9907
Kurunegala,Car,Honda,Clear,Midday (10:00-14:00),None,80,27,0.4877
Matara,Bus,Toyota,Overcast,Morning (06:00-10:00),None,60,17,0.3613
Batticaloa,Motorcycle,Yamaha,Clear,Midday (10:00-14:00),None,30,11,0.29
Jaffna,Bus,Ashok Leyland,Clear,Midday (10:00-14:00),None,60,21,0.3523
Negombo,Motorcycle,Honda,Overcast,Afternoon (14:00-18:00),Traffic Jam,70,18,0.5416
Trincomalee,Car,Suzuki,Heavy Rain,Morning (06:00-10:00),None,70,11,0.3841
Colombo,Car,Honda,Clear,Morning (06:00-10:00),None,70,58,0.6882
Trincomalee,Motorcycle,Yamaha,Light Rain,Midday (10:00-14:00),None,60,14,0.4977
Colombo,Bus,Toyota,Clear,Midday (10:00-14:00),None,30,116,0.8831
Colombo,Three-Wheeler,TVS,Clear,Evening (18:00-22:00),Road Work,40,87,0.8607
Batticaloa,Car,Toyota,Overcast,Morning (06:00-10:00),None,60,18,0.3763
Kandy,Motorcycle,Honda,Heavy Rain,Afternoon (14:00-18:00),None,60,29,0.6617
Anuradhapura,Car,Suzuki,Heavy Rain,Afternoon (14:00-18:00),None,70,5,0.4121
Colombo,Car,Honda,Clear,Morning (06:00-10:00),None,60,105,0.8973
Trincomalee,Bicycle,Local,Light Rain,Evening (18:00-22:00),None,60,17,0.3711
Anuradhapura,Car,Honda,Light Rain,Afternoon (14:00-18:00),None,90,23,0.5932
Negombo,Car,Honda,Overcast,Evening (18:00-22:00),None,30,23,0.292
Kurunegala,Car,Toyota,Clear,Morning (06:00-10:00),Accident Nearby,80,32,0.6214
Matara,Bus,Isuzu,Light Rain,Midday (10:00-14:00),None,80,17,0.4893
Colombo,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),None,30,95,0.8774
Trincomalee,Car,Hyundai,Clear,Morning (06:00-10:00),None,50,16,0.2435
Galle,Bus,Isuzu,Storm,Morning (06:00-10:00),None,50,29,0.601
Colombo,Bus,Toyota,Clear,Night (22:00-00:00),Road Work,30,60,0.6253
Kandy,Car,Nissan,Overcast,Evening (18:00-22:00),None,30,63,0.6212
Colombo,Car,Suzuki,Clear,Early Morning (00:00-06:00),None,90,134,0.9805
Colombo,Car,Honda,Light Rain,Morning (06:00-10:00),None,80,84,0.8833
Kandy,Motorcycle,Yamaha,Fog,Afternoon (14:00-18:00),Accident Nearby,40,49,0.8097
Negombo,Bus,Ashok Leyland,Overcast,Midday (10:00-14:00),Police Checkpoint,60,31,0.4488
Colombo,Car,Honda,Clear,Night (22:00-00:00),None,90,106,0.9392
Negombo,Car,Mitsubishi,Clear,Midday (10:00-14:00),None,60,22,0.4241
Negombo,Bus,Isuzu,Overcast,Morning (06:00-10:00),None,70,21,0.4039
Batticaloa,Car,Hyundai,Fog,Morning (06:00-10:00),None,80,10,0.4969
Trincomalee,Van,Mitsubishi,Storm,Evening (18:00-22:00),None,70,18,0.5883
Galle,Motorcycle,Honda,Clear,Afternoon (14:00-18:00),None,30,29,0.3807
Jaffna,Bicycle,Giant,Clear,Evening (18:00-22:00),None,80,15,0.3671
Negombo,Three-Wheeler,Bajaj,Overcast,Evening (18:00-22:00),Accident Nearby,60,34,0.6453
Colombo,Truck,Mitsubishi,Heavy Rain,Midday (10:00-14:00),None,80,28,0.6902
Kurunegala,Bus,Toyota,Clear,Morning (06:00-10:00),None,70,33,0.5042
Anuradhapura,Car,Mitsubishi,Clear,Morning (06:00-10:00),None,50,4,0.2049
Kurunegala,Motorcycle,Suzuki,Storm,Early Morning (00:00-06:00),None,70,21,0.6484
Matara,Bus,Isuzu,Clear,Evening (18:00-22:00),None,60,10,0.2932
Negombo,Car,Honda,Light Rain,Afternoon (14:00-18:00),None,60,16,0.4413
Anuradhapura,Bus,Isuzu,Fog,Evening (18:00-22:00),None,50,20,0.4698
Batticaloa,Bus,Isuzu,Light Rain,Afternoon (14:00-18:00),None,80,8,0.4143
Colombo,Motorcycle,Yamaha,Fog,Midday (10:00-14:00),Flood Alert,50,108,0.9816
Colombo,Car,Suzuki,Clear,Evening (18:00-22:00),Road Work,40,98,0.8644
Kandy,Motorcycle,Suzuki,Clear,Midday (10:00-14:00),None,80,50,0.8064
Batticaloa,Truck,Isuzu,Storm,Midday (10:00-14:00),None,50,11,0.4895
Colombo,Motorcycle,Yamaha,Clear,Midday (10:00-14:00),None,80,67,0.8799
Trincomalee,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,30,17,0.2488
Galle,Three-Wheeler,Bajaj,Heavy Rain,Afternoon (14:00-18:00),Accident Nearby,70,21,0.7235
Matara,Bus,Ashok Leyland,Windy,Midday (10:00-14:00),Road Work,70,7,0.4316
Anuradhapura,Bus,Toyota,Clear,Afternoon (14:00-18:00),None,30,11,0.2087
Colombo,Bus,Toyota,Clear,Afternoon (14:00-18:00),None,80,137,0.9766
Anuradhapura,Car,Suzuki,Clear,Evening (18:00-22:00),Road Work,60,18,0.4064
Galle,Van,Toyota,Overcast,Midday (10:00-14:00),None,30,22,0.3308
Matara,Bus,Ashok Leyland,Windy,Morning (06:00-10:00),None,50,15,0.3264
Negombo,Car,Nissan,Clear,Evening (18:00-22:00),None,50,24,0.2986
Jaffna,Van,Mitsubishi,Clear,Evening (18:00-22:00),Accident Nearby,40,30,0.4424
Kandy,Motorcycle,Honda,Storm,Afternoon (14:00-18:00),None,40,49,0.7687
Kandy,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,90,50,0.7615
Anuradhapura,Motorcycle,Suzuki,Light Rain,Night (22:00-00:00),None,50,19,0.4816
Matara,Truck,Hino,Clear,Midday (10:00-14:00),None,80,18,0.5275
Trincomalee,Car,Toyota,Light Rain,Afternoon (14:00-18:00),None,40,11,0.2329
Negombo,Three-Wheeler,TVS,Heavy Rain,Midday (10:00-14:00),None,80,25,0.6608
Colombo,Bus,Toyota,Clear,Morning (06:00-10:00),None,40,98,0.8156
Matara,Three-Wheeler,Bajaj,Storm,Morning (06:00-10:00),None,40,17,0.4914
Kandy,Bus,Isuzu,Clear,Morning (06:00-10:00),None,50,54,0.5943
Colombo,Three-Wheeler,Bajaj,Clear,Evening (18:00-22:00),None,90,101,0.9475
Kandy,Motorcycle,Honda,Light Rain,Night (22:00-00:00),Traffic Jam,100,54,0.8772
Trincomalee,Three-Wheeler,Bajaj,Clear,Evening (18:00-22:00),None,40,12,0.2972
Negombo,Car,Hyundai,Overcast,Night (22:00-00:00),None,30,28,0.3518
Matara,Motorcycle,Honda,Heavy Rain,Midday (10:00-14:00),None,80,5,0.5783
Batticaloa,Three-Wheeler,TVS,Clear,Morning (06:00-10:00),None,70,15,0.3979
Colombo,Car,Mitsubishi,Heavy Rain,Midday (10:00-14:00),None,40,108,0.9341
Kurunegala,Car,Suzuki,Light Rain,Afternoon (14:00-18:00),None,50,31,0.4509
Trincomalee,Car,Toyota,Clear,Evening (18:00-22:00),None,40,0,0.183
Kandy,Motorcycle,Suzuki,Overcast,Night (22:00-00:00),None,60,71,0.8671
Colombo,Bus,Toyota,Overcast,Morning (06:00-10:00),None,60,96,0.9001
Galle,Motorcycle,Suzuki,Clear,Evening (18:00-22:00),None,50,33,0.5119
Colombo,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),Flood Alert,60,74,0.9115
Kurunegala,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,40,28,0.3475
Colombo,Motorcycle,Honda,Light Rain,Evening (18:00-22:00),Flood Alert,40,73,0.9047
Matara,Bus,Isuzu,Light Rain,Night (22:00-00:00),None,50,13,0.3396
Batticaloa,Three-Wheeler,TVS,Windy,Evening (18:00-22:00),Accident Nearby,30,19,0.3557
Kurunegala,Truck,Isuzu,Fog,Morning (06:00-10:00),None,40,22,0.4759
Kandy,Car,Honda,Heavy Rain,Evening (18:00-22:00),None,80,47,0.7645
Kandy,Motorcycle,Suzuki,Clear,Midday (10:00-14:00),None,50,55,0.6986
Matara,Bus,Isuzu,Clear,Evening (18:00-22:00),Flood Alert,50,20,0.426
Jaffna,Car,Suzuki,Heavy Rain,Afternoon (14:00-18:00),None,60,18,0.4844
Matara,Bus,Ashok Leyland,Clear,Night (22:00-00:00),None,70,19,0.398
Matara,Car,Suzuki,Storm,Morning (06:00-10:00),None,60,32,0.6271
Colombo,Bus,Isuzu,Storm,Afternoon (14:00-18:00),None,40,98,0.9117
Kurunegala,Bus,Isuzu,Light Rain,Early Morning (00:00-06:00),None,90,25,0.6218
Galle,Motorcycle,Honda,Light Rain,Morning (06:00-10:00),None,60,32,0.6773
Colombo,Three-Wheeler,TVS,Clear,Night (22:00-00:00),None,50,127,0.9515
Anuradhapura,Motorcycle,Bajaj,Clear,Morning (06:00-10:00),None,70,20,0.4916
Jaffna,Car,Hyundai,Overcast,Afternoon (14:00-18:00),None,50,21,0.3612
Colombo,Bus,Ashok Leyland,Heavy Rain,Afternoon (14:00-18:00),None,50,71,0.812
Matara,Car,Suzuki,Overcast,Evening (18:00-22:00),None,80,27,0.5176
Jaffna,Car,Mitsubishi,Heavy Rain,Midday (10:00-14:00),Accident Nearby,80,10,0.6113
Jaffna,Bus,Isuzu,Light Rain,Midday (10:00-14:00),Police Checkpoint,40,19,0.2754
Matara,Motorcycle,Yamaha,Clear,Evening (18:00-22:00),None,70,12,0.4821
Kandy,Van,Nissan,Windy,Midday (10:00-14:00),Accident Nearby,40,44,0.6372
Galle,Car,Honda,Heavy Rain,Midday (10:00-14:00),None,50,27,0.4934
Negombo,Car,Toyota,Light Rain,Afternoon (14:00-18:00),None,50,30,0.4609
Galle,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),Police Checkpoint,50,28,0.4781
Anuradhapura,Car,Toyota,Clear,Afternoon (14:00-18:00),None,50,22,0.2904
Jaffna,Motorcycle,Bajaj,Clear,Early Morning (00:00-06:00),None,50,20,0.4691
Negombo,Motorcycle,Yamaha,Light Rain,Early Morning (00:00-06:00),None,60,25,0.5774
Colombo,Car,Mitsubishi,Overcast,Midday (10:00-14:00),None,70,124,0.9623
Negombo,Car,Mitsubishi,Windy,Midday (10:00-14:00),None,30,37,0.4431
Colombo,Three-Wheeler,Bajaj,Windy,Midday (10:00-14:00),None,30,69,0.6885
Jaffna,Truck,Mitsubishi,Heavy Rain,Afternoon (14:00-18:00),None,90,21,0.697
Colombo,Three-Wheeler,Bajaj,Light Rain,Early Morning (00:00-06:00),None,80,117,0.9692
Galle,Car,Honda,Clear,Afternoon (14:00-18:00),Police Checkpoint,40,22,0.3089
Kandy,Motorcycle,Bajaj,Clear,Afternoon (14:00-18:00),None,40,62,0.6651
Kandy,Car,Hyundai,Light Rain,Midday (10:00-14:00),None,40,43,0.5272
Kandy,Car,Toyota,Light Rain,Evening (18:00-22:00),Police Checkpoint,60,46,0.6089
Kandy,Bus,Toyota,Storm,Afternoon (14:00-18:00),None,100,42,0.8345
Kurunegala,Motorcycle,Honda,Storm,Afternoon (14:00-18:00),None,30,24,0.566
Trincomalee,Motorcycle,Bajaj,Overcast,Evening (18:00-22:00),None,30,7,0.2537
Anuradhapura,Bus,Ashok Leyland,Light Rain,Evening (18:00-22:00),None,30,6,0.2005
Galle,Motorcycle,Bajaj,Clear,Afternoon (14:00-18:00),None,70,36,0.6378
Trincomalee,Motorcycle,Honda,Clear,Midday (10:00-14:00),Accident Nearby,30,8,0.3191
Anuradhapura,Motorcycle,Honda,Heavy Rain,Morning (06:00-10:00),None,50,8,0.4834
Kandy,Bus,Isuzu,Storm,Evening (18:00-22:00),None,40,18,0.4216
Batticaloa,Car,Nissan,Clear,Early Morning (00:00-06:00),Road Work,30,8,0.1752
Colombo,Car,Nissan,Windy,Morning (06:00-10:00),None,60,66,0.751
Anuradhapura,Motorcycle,Yamaha,Clear,Afternoon (14:00-18:00),None,40,23,0.378
Jaffna,Car,Hyundai,Clear,Midday (10:00-14:00),None,50,23,0.2999
Anuradhapura,Bus,Toyota,Clear,Morning (06:00-10:00),None,60,10,0.2559
Anuradhapura,Three-Wheeler,TVS,Clear,Midday (10:00-14:00),Flood Alert,70,26,0.6423
Trincomalee,Car,Nissan,Overcast,Morning (06:00-10:00),None,50,17,0.3533
Kandy,Car,Suzuki,Clear,Morning (06:00-10:00),None,40,40,0.447
Colombo,Bus,Isuzu,Light Rain,Midday (10:00-14:00),None,50,37,0.5043
Galle,Car,Suzuki,Overcast,Afternoon (14:00-18:00),None,50,42,0.5333
Colombo,Van,Isuzu,Windy,Morning (06:00-10:00),Accident Nearby,90,65,0.8874
Anuradhapura,Car,Hyundai,Overcast,Afternoon (14:00-18:00),None,70,4,0.2803
Kurunegala,Van,Nissan,Clear,Early Morning (00:00-06:00),Accident Nearby,70,32,0.5856
Kurunegala,Car,Mitsubishi,Clear,Afternoon (14:00-18:00),Police Checkpoint,40,43,0.3991
Kandy,Car,Mitsubishi,Fog,Early Morning (00:00-06:00),Accident Nearby,70,62,0.8796
Trincomalee,Motorcycle,Yamaha,Overcast,Morning (06:00-10:00),None,80,15,0.5379
Kandy,Motorcycle,Suzuki,Overcast,Evening (18:00-22:00),Accident Nearby,90,52,0.8743
Batticaloa,Bus,Isuzu,Heavy Rain,Midday (10:00-14:00),None,70,14,0.4695
Trincomalee,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,30,16,0.2903
Anuradhapura,Motorcycle,Suzuki,Light Rain,Evening (18:00-22:00),None,50,15,0.4679
Kurunegala,Motorcycle,Bajaj,Overcast,Morning (06:00-10:00),None,40,24,0.3995
Colombo,Car,Nissan,Clear,Night (22:00-00:00),None,70,98,0.9099
Matara,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,30,12,0.2132
Colombo,Motorcycle,Suzuki,Light Rain,Morning (06:00-10:00),None,70,92,0.9338
Colombo,Car,Toyota,Clear,Afternoon (14:00-18:00),None,60,57,0.62
Trincomalee,Three-Wheeler,TVS,Overcast,Midday (10:00-14:00),None,50,12,0.3073
Trincomalee,Truck,Isuzu,Windy,Afternoon (14:00-18:00),None,30,7,0.2755
Galle,Motorcycle,Yamaha,Clear,Evening (18:00-22:00),None,80,16,0.5345
Trincomalee,Bus,Ashok Leyland,Fog,Morning (06:00-10:00),None,80,13,0.5678
Galle,Car,Mitsubishi,Fog,Afternoon (14:00-18:00),None,30,35,0.5256
Kurunegala,Van,Mitsubishi,Clear,Midday (10:00-14:00),None,80,31,0.5224
Galle,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),None,50,13,0.3592
Trincomalee,Van,Toyota,Light Rain,Midday (10:00-14:00),None,40,7,0.2504
Negombo,Car,Mitsubishi,Overcast,Morning (06:00-10:00),Accident Nearby,50,35,0.5992
Kurunegala,Car,Suzuki,Clear,Midday (10:00-14:00),None,70,16,0.3344
Kandy,Motorcycle,Yamaha,Clear,Night (22:00-00:00),None,90,42,0.7741
Galle,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,80,29,0.6506
Colombo,Bus,Isuzu,Light Rain,Afternoon (14:00-18:00),Accident Nearby,50,75,0.8798
Kandy,Car,Honda,Clear,Midday (10:00-14:00),Police Checkpoint,70,46,0.5908
Kurunegala,Car,Honda,Storm,Midday (10:00-14:00),None,50,13,0.4543
Kandy,Bus,Toyota,Light Rain,Night (22:00-00:00),None,30,37,0.5052
Galle,Three-Wheeler,TVS,Overcast,Early Morning (00:00-06:00),None,60,27,0.4626
Batticaloa,Truck,Mitsubishi,Heavy Rain,Evening (18:00-22:00),Police Checkpoint,40,3,0.2846
Kurunegala,Car,Toyota,Clear,Afternoon (14:00-18:00),None,40,27,0.2862
Trincomalee,Three-Wheeler,TVS,Light Rain,Morning (06:00-10:00),None,70,12,0.464
Batticaloa,Three-Wheeler,Bajaj,Overcast,Midday (10:00-14:00),Traffic Jam,40,13,0.2657
Trincomalee,Car,Suzuki,Light Rain,Morning (06:00-10:00),None,90,13,0.4805
Colombo,Three-Wheeler,Bajaj,Heavy Rain,Morning (06:00-10:00),None,80,134,0.9876
Kurunegala,Bus,Ashok Leyland,Fog,Evening (18:00-22:00),None,80,25,0.6415
Trincomalee,Bus,Ashok Leyland,Overcast,Midday (10:00-14:00),None,100,10,0.477
Anuradhapura,Motorcycle,Honda,Clear,Night (22:00-00:00),None,60,14,0.4238
Colombo,Motorcycle,Yamaha,Fog,Evening (18:00-22:00),None,40,113,0.969
Colombo,Car,Hyundai,Windy,Morning (06:00-10:00),Accident Nearby,40,101,0.9065
Kurunegala,Motorcycle,Yamaha,Light Rain,Night (22:00-00:00),None,90,24,0.6696
Jaffna,Three-Wheeler,Bajaj,Clear,Night (22:00-00:00),None,30,13,0.2237
